tweet,category
INFORMATION ON WHAT TO DO IF YOU ARE SICK WITH THE COVID-19 - PLEASE SEE THE FLYER ATTACHED CONTAINING IMPORTANT INFORMATION. https://t.co/azABxSRPME https://t.co/kNSDTphOBs,2
I told yâ€™all motherfuckas HAM IS BETTER THAN TURKEY.  Now yall sick.,1
"Waiting to see if @TuckerCarlson and @JesseBWatters will self-quarantine after dinner with a #Covid_19 patient on March 7th. Trump decided to go the ""let's-get-everyone-sick"" route. https://t.co/Qk3qle8iS1",1
Everyone should be guaranteed concrete actionable answers to the fundamental question about the coronavirus: Where should I go and what should I do if I start to feel sick? @jameshamblin has them: https://t.co/hCy74pv2B3,1
@BilldeBlasio what are you going to do about the potential sick and carriers among the homeless?,4
 @CNBC Ol slo @JoeBiden or @potus will never be president to me. Sick n tired of the backstabbing greedy self interested tools who roam the halls in that feces hole of a town called DC. @SenateDems @SenateGOP @HouseDemocrats @HouseGOP  work for us the people despite what biden says.,1
if i get sick somehow ill do a quarantine livestream!! ðŸ˜Œ https://t.co/yWuIhNcgBX,0
Anyone want to come sit with me at med express on oak street? ðŸ˜… I hate going to the doctors by myself. (No Iâ€™m not sick),1
@AOC Being immune compromised myself I have been largely self quarantined and home for the last month. Thankfully I have that ability. Many don't. The Senate needs to pass the bill allowing for sick leave for families affected by covid19,1
@PatMcAfeeShow We dont need to kick its ass bc its not dangerous unless you are already a sick person or have a very weak immune system. The average humans immune system will kill the virus. Why are we so scared of a cold that has affected less than .0000,1
Constantly having to chill myself out cause I keep worrying am I sick? Do I have a fever? IS IT THE CORONA?! But then I remember my allergies have been awful and that's why I feel awful and to CHILL THE FUCK OUT,0
feeling sick today and seeing this on my timeline is suddenly making this way too real. i'm definitely taking this thing seriously. if i make a joke i stg that's how i cope sometimes but i'm worried for real now. please be safe and stay home if you're sick. this is serious guys. https://t.co/bDcNdFhunz,0
@RudePerry Ya job when they find out ya ass was not sick ðŸ˜«ðŸ¤£ https://t.co/QQKyj52KPv,1
Stay home when you are sick. Stay home for at least 24 hours after you no longer have a fever or signs of a fever without the use of fever-reducing medicines. @DuPageHD @Dist_99 https://t.co/5WZp8r2iw6,2
@cozyjoji Are people still coming in sick?,4
@dojauren IM SICK,0
@MekkaDonMusic @BuckeyesGirl33 Is there evidence he knew he was sick?,4
Getting sick builds up your immune system and thereâ€™s new strands of the cold etc all the time. So everyone chill!,1
Hey today I had a â€œfriendâ€ keep their appointment with me after I repeatedly asked them not to because theyâ€™re sick. So thatâ€™s how this is going.,0
 @PatrickPieper1 @bealexh @dagsteel @WVPitt @DavidAFrench Well duhhhhhhhhhh! So you prefer law-abiding-citizens-who-eventually-turn-into-mass-murderers to have their #1 weapon of choice available for acquisition so that they can commit mass killings as reasonably comparable in total body count to its military-weapon counterpart. Sick!,1
All the school kids so sick of books they like the punk and the metal band,0
@BillSimmons We need paid sick leave for everyone,1
 @EmmaHislop2 Lols. But seriously what is 'that' parent? A parent who doesn't want all the kids and teachers to get sick?,4
I think I no longer will be attending tournaments until this pandemic has blown over. I have asthma and valley fever. ,1
@DogLadyScotland @DHSCgovuk @PHE_uk @BorisJohnson I'm so sorry to hear this. It's such a strain having sick ones that we love and being worried about them. I have a sick uncle in Italy who is weak. My mother also has asthma and is diabetic and 69. I am to,1
@PenPure1 Assuming sick days are available or a thing in your line of work.,0
@CBSNews Ol slo @JoeBiden or @potus will never be president to me. Sick n tired of the backstabbing,0
the mask is for those who are sick... ðŸ˜‚. You can still get sick from wearing it it just prevents people who are already sick from spreading it to others who arenâ€™t,1
@dhershiser the Trump crew dont care--in a few weeks we will be overwhelmed with sick and dying people--the WH will claim its a DEM hoax,1
â€˜Disaster socialismâ€™: Will coronavirus crisis finally change how Americans see the safety net? | Will Bunch https://t.co/yaCzGtXeRv,4
Why does this make me feel so sick and uncomfortable https://t.co/3yDC4IJkZf,3
@TuscPrez so how many testing kits are in the Tri-cities area. Really? Sick lax players on campus right now. Students returning from cruises and Europe. What is going on?,1
@adrianxlopez Dude itâ€™s so sick!! Lol hope you got good bass on your speakers cause wooks ainâ€™t the only ones that like low frequency bass ðŸ’€ðŸ’€ shit is so trippy people call it boring I say thereâ€™s lots of nuances to it hard to decipher or notic,0
My nephew is sick and Iâ€™m having terrible thoughts.,3
@ShadyCarrello @ellebel2 @marklevinshow No you did not say you were sick but you're concerned about the test kits & being able to test people.,1
Iâ€™m so sick of him ðŸ˜‚ https://t.co/78wYkBUAAJ,0
â€œno one taught me how to call in sick to work with depression and not coronavirus so now my boss is very concernedâ€ - a novel by me,0
@Chelsea37707285 @Eoansah2 @nomifooty ðŸ˜‚ ðŸ˜‚ Are you sick? Conceding 106 shots out of 537 is average,4
I had to call 111 for someone sick. If you have symptoms they will test you if you have visited one of the infected countries in the last 14 days or if you have been in contact with a confirmed case. If not they will ask you to self isolate and go on google https://t.co/HGDUr8M4kk,2
 @MagguBell sick,0
@JerryNotGerry people rn would only care if I look/sound sick lol not even thinking about the actual symptoms,3
@usagidiaries iâ€™ve been sick for a 5 days ðŸ˜­ðŸ˜­,0
The stock market REALLY plunge today. I mean REALLY took a dive. People could go into debt now if it gets worse and they don't get sick pay being home while a pandemic continues. A bankruptcy Bill in 2005 was detrimental to hard-working Americans.,3
@animegirlpits @SelimSeesYou I feel sick,0
the fact that almost 3k people agree with this makes me sick https://t.co/vfsb2xm0h3,0
 @doctorzaius Depends on the source I guess and who you believe. I hope you don't get sick. Please take care of yourself and your family.,3
@bizzle__stan I'm around so many sick people in my class I cant avoid it,1
@clickjonesscott Youâ€™re sick AF... the good kind ðŸ™‚ðŸ‘ðŸ»,0
@__cbands Lmaoo id be sick if I left and they kept my edges with them,0
 @PantalaimonSil1 @briantylercohen The real point is that Americans have little fairly priced health care let alone â€œsick careâ€,1
@LILUZIVERT uzi im really sick and i could use the deluxe rb help a man outðŸ¤§,0
@ocearmins I felt really bad this morning but you made me smile too and cheered me up even though you've been sick the whole day. I love you so much â¤ï¸â¤ï,1
@Dragonfly_Drama Let's hope Rush doesn't catch Covid19 with his compromised immune system right now. Limbaugh is an old and sick man.,1
@wittelstephanie Poor guy is sick get him medical attention. Remind him of what all the Dems said when @POTUS starting with intervention because he didnt have their support. https://t.co/9zP5jK6iaA,1
@BreitbartNews She's obviously not sick.,1
@VittoriyaWoW Omg u murdered them!!! Why!?!? What sick person would do this to poor defenseless flowers?!?ðŸ˜¿,4
@DonaldJTrumpJr Sorry youâ€™re all sick ... but Iâ€™m getting rich  ðŸ¤·ðŸ»â€â™‚ï¸,0
Bolsonaro is probably also sick https://t.co/pSu9ZFaSp5,0
@CavanaughsUC @PhillyInquirer So irresponsible. Drunk and not thinking getting germs everywhere. I feel bad for all the people in their lives that will get sick because of their stupidity.,1
@nguThapelo ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ you are sick you need this https://t.co/SW8859vrkq,0
The fact that we never got the close to you interlude... sick and twisted @ArianaGrande,0
Iâ€™m not sick but Iâ€™m not well ðŸ¤’ ðŸ˜·ðŸ¤§ðŸ¤•,0
Wish there was a filter where I can block out anything about the corona virus Iâ€™m sick of hearing about it. https://t.co/NibdHbR3jj,1
lowkey sick of living like i just want a break from life. is there a way the whole world can go on break but not for coronavirus reasons,4
@younghoPOTUS THEYRE SICK,0
so sick,0
I always carry an umbrella with me now in case any of the sick try to bite me,0
 @scottsantens People can't take time off work if they are sick because they don't have paid sick leave. Also dont forget to wash ur hands xx the dutch government love u bye,1
@WITCHJEONG Heâ€™s insinuating that the fans are rabid and just applying the â€œcrazy fanâ€ stereotype to them...also saying what it a singer got sick for the fans to come up with a cure is just....bad tste,1
Canâ€™t fade getting sick moeðŸ˜·,0
&Yâ€™all forreal tho... I canâ€™t afford to get sick. Iâ€™m getting worried.ðŸ˜£,3
@davidkentclark I'd pay good money for that ball if you ever get sick of it,0
one of my irls said â€˜in the words of justin bieber â€˜love yourselfâ€™ â€˜ im actually sick,1
I already after having pneumonia twice have to use my Inhaler three times a day I didnt have to do that before so pls I'm begging you I cant afford to get sick,3
 @liyah_fmlasj @dante_graydon10 @TuskegeeUniv If weâ€™re talking about danger itâ€™s still worse for you to come back to campus. The university has no resources to deal with an outbreak whereas if you were home and got sick you could go to the hospital.,3
Sick..... https://t.co/Fr3ryQjzjN,0
Is it bad that I am happy everyone is freaking out about coronavirus? No school for me!! ðŸ˜‚ðŸ˜‚ðŸ˜‚ If I get sick I am just gonna watch on my block ðŸ¤·â€â™‚ï¸ðŸ¤·â€â™‚ï¸,4
also sick of parents who don't sleep before midnight like come on you're old sleeeep...,0
How f-ed is our system that the fed can throw 1.5b into the markets with a stroke of a pen but the senate canâ€™t pass emergency sick leave?,1
I  feel so sick I really hope I faint so they send me home lmao I donâ€™t want to be at work,3
They looked terrified to go near him too. He is sick. https://t.co/mC8oyOy2Jy,0
tâ€™s more so about the amount of people getting sick at the SAME time. Causing an overflow in hospitals. Over working doctors #IOTA #IOTAStrong #COVID19,1
@BTSBEINGBTSYT Jdjejejee lmao when I saw the news i was like yep he be sick the next day,3
@KassieRosee itâ€™s honestly a bit ridiculous in my opinion :/ thereâ€™s so many things you can do to prevent from getting sick! i hate people lol,0
@madiaz2 Did you hear that theyâ€™re offering some paid sick leave for all employees? I donâ€™t know the details about it.,0
No bullshit I probably will die from the Coronavirus if I get it. I've had asthma all my life and pneumonia twice. Constantly sick. My immune system shaking in its boots right now. Lmao but that's what it gets for being a pussy our entire life. ðŸ¤·â€â™‚ï¸,3
@K_Adom_ Im sick ðŸ˜‚,0
Im really like damn i get sick easily could it be my time ðŸ¤¦â€â™‚ï¸. Now I have to live with no ragrets. ðŸ¥´ðŸ¤ª,1
The sign on the library says donâ€™t come in if youâ€™re sick!! So donâ€™t!!,2
Iâ€™m sick Iâ€™m really about to come bad asf tomorrow,3
but my cat is sickðŸ˜­ðŸ˜­,0
This girl came to work sick and they sent her home. Told her dont come back,3
Na i would be a different kind of sick if i couldnâ€™t go to hutch cause of corona .,1
I know people who think they are not going to change their travel plans and think that they are immune to this virus and they won't get sick it's because they have over a half million in their 401k,1
@CarollSAlmeida @F1 Lets just go on all people are there already. Just dont go if youre sick,1
 @degradatin u sick right after ur birthday damn,1
My dad has told me to cancel my birthday party because of corona virus. I am sick of this house.,1
@wojespn @mattravis And mitchell was at del city high school doing a shoot around yesterday with a select few kids. If they get sick the NBA should hold some financial responsibility in my humble opinion.,1
